judul,foto,penulis,porsi,bahan,langkah,durasi,url,tag
Tempe goreng kilat,https://img-global.cpcdn.com/recipes/1107835a28682d38/1280x1280sq70/tempe-goreng-kilat-foto-resep-utama.jpg,lina,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': 'Sebungkus', 'bahan': 'Tempe'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Garam Alus'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Kaldu Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Air'}]","['Potong tempe sesuai selera', 'Goreng dalam minyak panas, sampai setengah matang', 'Siram larutan bumbu', 'Goreng sampai tingkat kematangan yang diinginkan']",5 Menit,https://cookpad.com/id/resep/24755480-tempe-goreng-kilat,"['tempe', 'kilat', 'sesuai']"
Buttercream Coklat Express (Leftover buttercream),https://img-global.cpcdn.com/recipes/1a0fba3c3317a312/1280x1280sq70/buttercream-coklat-express-leftover-buttercream-foto-resep-utama.jpg,DKitchen,100 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '25 gr', 'bahan': 'Buttercream Warna Hijau'}, {'grup': 'Bahan Utama', 'jumlah': '30 gr', 'bahan': 'Buttercream Warna Pink'}, {'grup': 'Bahan Utama', 'jumlah': '50 gr', 'bahan': 'Buttercream Warna Ungu'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Cokelat Bubuk'}]","['Masukkan semua buttercream kedalam wadah', 'Tambahkan cokelat bubuk', 'Aduk hingga tercampur rata buttercream cokelat bisa digunakan lagi sebagai olesan cake atau roti']",5 Menit,https://cookpad.com/id/resep/24769850-buttercream-coklat-express-leftover-buttercream,"['buttercream', 'cokelat', 'coklat']"
Nasi tempong instan,https://img-global.cpcdn.com/recipes/935a585c02ea9436/1280x1280sq70/nasi-tempong-instan-foto-resep-utama.jpg,zahra mutahar,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1,5 Ekor', 'bahan': 'Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '2 Sashet', 'bahan': 'Bumbu Sajiku Ayam Lengkuas'}, {'grup': 'Bahan Utama', 'jumlah': '3 Buah', 'bahan': 'Terong Ungu'}, {'grup': 'Bahan Utama', 'jumlah': '1', 'bahan': 'Tahu'}, {'grup': 'Bahan Utama', 'jumlah': '1', 'bahan': 'Tempe'}, {'grup': 'Bahan Utama', 'jumlah': '3 Ikat', 'bahan': 'Sawi'}, {'grup': 'Bahan Utama', 'jumlah': '1 Genggam', 'bahan': 'Lombok Kecil'}, {'grup': 'Bahan Utama', 'jumlah': '2', 'bahan': 'Tomat'}, {'grup': 'Bahan Utama', 'jumlah': '12 Sendok Teh', 'bahan': 'Terasi'}]","['Cuci ayam lalu rebus air', 'Masukkan ayam dam bumbu aduk rata dirihkan sampai air habis', 'Goreng tempe, tahu, terong, ayam yang tadi direbus', 'Rebus sawi', 'Rebus tomat dan lombok kecil', 'Ulek lombok kecil, tomat, dan terasi']",Tidak ada,https://cookpad.com/id/resep/24739994-nasi-tempong-instan,"['ayam', 'tomat', 'lombok']"
Okonomiyaki Mi Instan Hiroshima Style with Rice Paper,https://img-global.cpcdn.com/recipes/4a5421e513394ad0/1280x1280sq70/okonomiyaki-mi-instan-hiroshima-style-with-rice-paper-foto-resep-utama.jpg,Shireishou,4 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '8 Lembar', 'bahan': 'Rice Paper'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Indomi Goreng Jumbo'}, {'grup': 'Bahan Utama', 'jumlah': '200 gr', 'bahan': 'Kubis'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Wortel'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Jamur'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Bumbu Teriyaki'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Mayo'}, {'grup': 'Bahan Utama', 'jumlah': '100 gr', 'bahan': 'Daun Bawang'}]","['Siapkan bahan masak indominya duluan kasih air dikiiit supaya indominya tidak kaku pisah jadi 4 porsi', 'Masukkan sedikit air ke wajan panaskan kompor bentar, terus sehelai rice paper wajan saya kurang gede, guys mengeret ceplokin telur ke atasnya, langsung aduk sebagai base', 'Kunci hiroshima style adalah layering bukan dicampur jadi tumpuk semua pakai 14 bahan aja, yaaa ini kebanyakan di foto ahahaha', 'Tambah air dikiiit steam sebentar supaya daging mateng atau masak duluan saja dagingnya kalau wajannya anti lengket, sebenarnya dibalik apa daya, wajanku tidak antilengket eh, antilengketnya sudah dirusak suami buat goreng kerupuk pakai sutil besi', 'Terakhir kasih rice paper di atasnya mengerut langsung wkakakaka', 'Ngeluarin dari wajan jangan dibalik, tapi digeser demi kemaslahatan bersama wakakak meski bentuknya agak abstrak, tapi rasanya endeus, kok ahaha kapan2 coba versi batter, ah']",60 Menit,https://cookpad.com/id/resep/24740537-okonomiyaki-mi-instan-hiroshima-style-with-rice-paper,"['rice', 'paper', 'wajan']"
Ifumie (Mie Instan),https://img-global.cpcdn.com/recipes/7da07a10ee65470a/1280x1280sq70/ifumie-mie-instan-foto-resep-utama.jpg,Deis Daraswati,3 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '2 Bungkus', 'bahan': 'Mie Instan Tanpa Bumbunya'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '14 sdt', 'bahan': 'Kaldu Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '250 mL', 'bahan': 'Minyak Goreng'}, {'grup': 'Bahan Capcay', 'jumlah': '2 Potong', 'bahan': 'Daging Ayam'}, {'grup': 'Bahan Capcay', 'jumlah': '3 Butir', 'bahan': 'Bakso'}, {'grup': 'Bahan Capcay', 'jumlah': '1 Batang', 'bahan': 'Wortel'}, {'grup': 'Bahan Capcay', 'jumlah': '1 Bonggol', 'bahan': 'Brokoli'}, {'grup': 'Bahan Capcay', 'jumlah': '2 Lonjor', 'bahan': 'Kacang Panjang'}, {'grup': 'Bahan Capcay', 'jumlah': '14 Butir', 'bahan': 'Kol'}, {'grup': 'Bahan Capcay', 'jumlah': '12 Siung', 'bahan': 'Bawang Bombay'}, {'grup': 'Bahan Capcay', 'jumlah': '1 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Capcay', 'jumlah': '200 mL', 'bahan': 'Air'}, {'grup': 'Bahan Capcay', 'jumlah': '1 sdm', 'bahan': 'Tepung Maizena'}, {'grup': 'Bahan Seasoning', 'jumlah': '12 sdt', 'bahan': 'Garam'}, {'grup': 'Bahan Seasoning', 'jumlah': '1 sdm', 'bahan': 'Saus Tiram'}, {'grup': 'Bahan Seasoning', 'jumlah': '1 sdm', 'bahan': 'Kecap Asin'}, {'grup': 'Bahan Seasoning', 'jumlah': '1 sdm', 'bahan': 'Saus Tomat'}, {'grup': 'Bahan Seasoning', 'jumlah': '12 sdt', 'bahan': 'Lada Bubuk'}]","['Siapkan bahanbahan cuci bersih bahanbahan yang perlu dicuci', 'Rebus mie instan hingga setengah matang tiriskan, lalu beri garam dan kaldu bubuk (saya tidak pakai bumbu mienya), aduk rata ambil beberapa helai mie untuk dikepang', 'Panaskan minyak gorengsisa mie bagi jadi 2 bagian cetak menggunakan saringan teh tekan dan goreng hingga garing angkat dan tiriskan mie goreng juga mie kepangnya ya', 'Siapkan semua bahan capcay iris dan potongpotong', 'Panaskan minyak, tumis duo bawang hingga layu dan harum masukkan daging ayam dan bakso tumis sampai matang', 'Kemudian masukan brokoli, wortel dan kacang panjang tumis sebentar masukkan air aduk dan masak hingga sayuran empuk tambahkan bahan seasoning, aduk rata, tes rasa', 'Selanjutnya masukkan kol dan larutan maizena aduk rata masak sampai kuah mengental setelah matang matikan api', 'Siapkan mie di dalam piring lalu siram dengan capcay, sajikan']",60 Menit,https://cookpad.com/id/resep/24740190-ifumie-mie-instan,"['mie', 'instan', 'bahanbahan']"
Mie Instan Berkuah Bumbu Spesial,https://img-global.cpcdn.com/recipes/e599e6ab2c234762/1280x1280sq70/mie-instan-berkuah-bumbu-spesial-foto-resep-utama.jpg,Dila Abdullah,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '5', 'bahan': 'Bakso'}, {'grup': 'Bahan Utama', 'jumlah': '5 Batang', 'bahan': 'Sawi Keriting'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Minyak Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '500 mL', 'bahan': 'Air'}, {'grup': 'Bumbu Halus', 'jumlah': '3', 'bahan': 'Bawang Merah'}, {'grup': 'Bumbu Halus', 'jumlah': '3', 'bahan': 'Cabai Merah'}, {'grup': 'Bumbu Halus', 'jumlah': '2', 'bahan': 'Bawang Putih'}, {'grup': 'Bumbu Halus', 'jumlah': '2', 'bahan': 'Kemiri'}]","['Panaskan minyak, tumis bumbu halus sebentar, tambahkan bakso masak hingga bumbu kering tambahkan air, masak hingga mendidih', 'Tambahkan telur, masak hingga kuning telur agak terbentuk (jangan diaduk) tambahkan mie instan aduk perlahan', 'Ketika mie mulai mengembang, tambahkan sawi keriting, masak hingga sawi agak layu matikan api, angkat dan sajikan']",15 Menit,https://cookpad.com/id/resep/24453834-mie-instan-berkuah-bumbu-spesial,"['mie', 'instan', 'telur']"
Mie Instan Kuah Baso,https://img-global.cpcdn.com/recipes/c82d50f255769995/1280x1280sq70/mie-instan-kuah-baso-foto-resep-utama.jpg,Oliveia Faizin,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '400 mL', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': '6 Butir', 'bahan': 'Baso Sapi'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Sawi Hijau'}]","['Masukkan baso ke dalam air mendidih', 'Masukkan mie dan sawi, masak hingga mie setengah matang', 'Tambahkan bumbunya, aduk sebentar lalu matikan api', 'Masak telur ceplok di air terpisah', 'Tuang mie kedalam mangkok, tambahkan telur sajikan hangat']",30 Menit,https://cookpad.com/id/resep/24743034-mie-instan-kuah-baso,"['mie', 'baso', 'telur']"
Mie Instan Kuah Kari Susu,https://img-global.cpcdn.com/recipes/afdad9931a4eae2a/1280x1280sq70/mie-instan-kuah-kari-susu-foto-resep-utama.jpg,Sukma_Cuisine,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan Rasa Kari'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bonggol', 'bahan': 'Pokcoy'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '100 mL', 'bahan': 'Susu Uht'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdm', 'bahan': 'Keju Cheddar Parut'}, {'grup': 'Bahan Utama', 'jumlah': '2 Buah', 'bahan': 'Cabai Rawit (opsional)'}, {'grup': 'Bahan Utama', 'jumlah': '1 Helai', 'bahan': 'Daun Bawang'}]","['Rebus telur lalu kupas dan sisihkan rebus pokcoy dengan garam, lalu angkat dan tiriskan', 'Goreng chicken katsu untuk topping lalu angkat dan tiriskan', 'Rebus mie instan kari selama 2 menit dengan air sebanyak 250ml tambahkan duanya bawang setelah 2menit, buang sebagian airnya lalu tambahkan susu uht full cream 100 ml dan masak kembali selama 1menit', 'Siapkan bumbu mie di mangkuk', 'Tuang mie ke dalam mangkuk dan aduk rata', 'Tata toping telur dan sayuran serta chicken katsu', 'Beri taburan keju parut, bawang goreng, dan cabai rawit dan garnish berupa daun bawang sajikan']",20 Menit,https://cookpad.com/id/resep/24742909-mie-instan-kuah-kari-susu,"['mie', 'bawang', 'instan']"
Mie instan carbonara dari keju dan susu,https://img-global.cpcdn.com/recipes/d4bcc8f93b2fd5de/1280x1280sq70/mie-instan-carbonara-dari-keju-dan-susu-foto-resep-utama.jpg,Puspitasari Anggradewi,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '14 Blok', 'bahan': 'Keju Cheddar Parut'}, {'grup': 'Bahan Utama', 'jumlah': '115 mL', 'bahan': 'Susu Cair Putih'}, {'grup': 'Bahan Utama', 'jumlah': '12 Buah', 'bahan': 'Bawang Bombay'}, {'grup': 'Bahan Utama', 'jumlah': '6 Buah', 'bahan': 'Sosis Mini'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Kuning Telur (opsional)'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Parsley Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Margarin'}]","['Siapkan bahan', 'Rebus mie setengah matang dan defrost sosisnya', 'Campurkan bumbu mie (hanya bumbu saja) opsional sih hanya agar lebih gurih potong bombay dan sosis', 'Tumis dahulu bombay lalu setelah agak transparan masukkan sosis, tumis hingga kering yang disukai', 'Masukkan susu, kuning telur dan 34 keju aduk rata masak dengan api kecil sambil terus diaduk hingga mengental', 'Jika sudah kental, masukkan mie, aduk rata', 'Tambahkan sisa parutan keju tabur dengan parsley kering', 'Sajikan selagi hangat']",20 Menit,https://cookpad.com/id/resep/24772576-mie-instan-carbonara-dari-keju-dan-susu,"['mie', 'keju', 'susu']"
Lele Goreng (Bumbu Instan),https://img-global.cpcdn.com/recipes/3dcf815587395b51/1280x1280sq70/lele-goreng-bumbu-instan-foto-resep-utama.jpg,Laily Agustien (Ummifaizfaqih),4 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '12 kg', 'bahan': 'Lele'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sachet', 'bahan': 'Bumbu Marinasi Siap Pakai'}, {'grup': 'Bahan Utama', 'jumlah': '4 sdm', 'bahan': 'Maizena Rose Brand'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Minyak Rose Brand Untuk Menggoreng'}]","['Siapkan bahan', 'Campur semua bahan, aduk rata marinasi lele minimal 30 menit', 'Setelah dimarinasi, goreng lele dengan minyak panas sampai matang angkat dan tiriskan lele goreng siap disajikan']",45 Menit,https://cookpad.com/id/resep/24787091-lele-goreng-bumbu-instan,"['lele', 'instan', 'marinasi']"
Tom Yum Bumbu Instan,https://img-global.cpcdn.com/recipes/c696aee09c12141a/1280x1280sq70/tom-yum-bumbu-instan-foto-resep-utama.jpg,Nila Suteja,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Bumbu Tom Yum Instan'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Bon Cabai Level 30'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Kecap Ikan'}, {'grup': 'Bahan Utama', 'jumlah': '12 Keping', 'bahan': 'Mie Kering'}, {'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Steamboat'}, {'grup': 'Bahan Utama', 'jumlah': '1 Batang', 'bahan': 'Serai'}, {'grup': 'Bahan Utama', 'jumlah': '2 Lembar', 'bahan': 'Daun Jeruk'}, {'grup': 'Bahan Utama', 'jumlah': '23 Buah', 'bahan': 'Cabai Rawit Merah'}, {'grup': 'Bahan Utama', 'jumlah': '12 Bonggol', 'bahan': 'Pakcoy'}, {'grup': 'Bahan Utama', 'jumlah': '700 mL', 'bahan': 'Air'}]","['Didihkan air, masukkan bumbu instan tom yum, bon cabe, serai, daun jeruk dan kecap ikan aduk rata biarkan mendidih', 'Masukkan mie kering, pakcoy, steamboat aduk rata masak hingga mie matang tes rasa', 'Tom yum siap disajikan dengan irisan cabai rawit merah selamat mencoba', 'Ini bon cabai dan bumbu tom yum instan yang saya pakai']",30 Menit,https://cookpad.com/id/resep/11256776-tom-yum-bumbu-instan,"['tom', 'yum', 'instan']"
Mi instan cemek telur,https://img-global.cpcdn.com/recipes/e590df75b3d7849d/1280x1280sq70/mi-instan-cemek-telur-foto-resep-utama.jpg,Siswaty Elfin Bachtiar,3 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '3 Bungkus', 'bahan': 'Mi Instan'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Bawang Putih Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '3 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '5 sdm', 'bahan': 'Minyak'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '1 L', 'bahan': 'Air'}]","['Didihkan air, masukkan mi, rebus sampai matang uleg cabe iris daun jeruk', 'Siapkan 3 butir telur panaskan mknyak, masukkan cabe masukkan telur, lalu diadukaduk sampai matang', 'Masukkan bawang putih bubuk tambahkan air fan daun jeruk, aduk sebentar masukkan mi rebus kalau air kurang bisa ditambahkan air saya pakai air rebusan mi', 'Sajikan']",30 Menit,https://cookpad.com/id/resep/24729223-mi-instan-cemek-telur,"['mi', 'telur', 'cabe']"
Pizza Mie Instant,https://img-global.cpcdn.com/recipes/64fde8833072dfe7/1280x1280sq70/pizza-mie-instant-foto-resep-utama.jpg,Dapur Mbak Wiji,6 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Sosis'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Terigu'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Saus Sambal'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Mayonnaise'}, {'grup': 'Bahan Utama', 'jumlah': '4 Cm', 'bahan': 'Keju Quick Melt'}, {'grup': 'Bahan Utama', 'jumlah': '2 Cm', 'bahan': 'Keju Serbaguna'}]","['Siapkan bahan', 'Rebus mie sampai lunak lalu campurkan bumbunya', 'Masukkan telur, masukkan terigu, aduk sampai tercampur rata siapkan wajan anti lengket yang sudah dioles minyak', 'Panggang sebentar sosis yang sudah diiris sampai airnya set, sisihkan', 'Masukkan mie yang sudah tercampur bumbu ke dalam wajan bekas sosis beri serutan keju sebagai topping based lalu tata sosis diatasnya panggang smbl ditutup sampai keju meleleh garis dengan saus sambal dan mayonnaise menggunakan piping bag, beri serutan keju tipis sekali lagi potong jadi 6 bagian pizza mie siap disantap']",35 Menit,https://cookpad.com/id/resep/24717313-pizza-mie-instant,"['mie', 'sosis', 'keju']"
Omelet Mie (instant goreng),https://img-global.cpcdn.com/recipes/bf4e9fc059102da4/1280x1280sq70/omelet-mie-instant-goreng-foto-resep-utama.jpg,Agsha✨✅,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '2 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Kaldu Jamur'}]","['Didihkan air rebus mie,tiriskan', 'Tuang bumbu mie instan,(krn saya pakai yang mie sdap ayam krispi ada minyak pedes nya tidak saya pakai),tambahkan telur,aduk rata', 'Goreng di minyak panas api sedang,tiriskan', 'Sajikan', 'Saya buat lauk,bareng paria dan abon ikan,mantulll,alhamdulillah']",Tidak ada,https://cookpad.com/id/resep/24735978-omelet-mie-instant-goreng,"['mie', 'omelet', 'instant']"
Sistik Mie Instan,https://img-global.cpcdn.com/recipes/00a8ac26c690d425/1280x1280sq70/sistik-mie-instan-foto-resep-utama.jpg,Chiensyn Kuliner,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan'}, {'grup': 'Bahan Utama', 'jumlah': '125 gr', 'bahan': 'Tepung Tapioka'}, {'grup': 'Bahan Utama', 'jumlah': '25 gr', 'bahan': 'Tepung Terigu'}, {'grup': 'Bahan Utama', 'jumlah': '200 gr', 'bahan': 'Air'}]","['Pisahkan mie dengan bumbunya rebus mie instan hingga setengah matang angkat tiriskan', 'Masukkan kedalam gelas blender tambahkan bumbu bawaannya, blend hingga halus dan simpan dalam mangkok', 'Beri tepung tapioka aduk hingga tercampur, jika adonan masih lengket bisa tambahkan tepung terigu', 'Aduk hingga tercampur dan kalis tidak lengket ditangan gilas pada cetakan sistik hingga ketebalan yang disukai', 'Potongdan goreng di minyak panas sambil sekali di kocek agar matang merata', 'Angkattiriskan hidangkan']",Tidak ada,https://cookpad.com/id/resep/14933697-sistik-mie-instan,"['mie', 'sistik', 'instan']"
Omellet Mie Instan,https://img-global.cpcdn.com/recipes/430f0a324593bfba/1280x1280sq70/omellet-mie-instan-foto-resep-utama.jpg,Silva Malexhi,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Goreng Instan'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '2 Tangkai', 'bahan': 'Daun Bawang'}, {'grup': 'Bahan Utama', 'jumlah': '2 Buah', 'bahan': 'Sosis Ukuran Kecil'}, {'grup': 'Bahan Utama', 'jumlah': '5 sdm', 'bahan': 'Minyak Goreng'}]","['Siapkan bahanbahannya', 'Seduh mie instan dengan secukupnya air panas selama kurang lebih 1 menit agar tidak terlalu lembek kemudian tiriskan', 'Campur semua bumbu mie instan dan telur aduk rata sosis dan daun bawang bisa langsung dicampur, sesuai selera saja', 'Siapkan wajan datar, panaskan minyak goreng tuang adonan mie di atasnya lalu ratakan dengan sendok masak dengan api kecil', 'Letakkan sosis di atasnya, taburi dengan irisan daun bawang', 'Saat bagian bawahnya mulai kecoklatan, balik adonan pelanpelan agar bentuknya tetap bulat setelah matang, angkat dan sajikan']",15 Menit,https://cookpad.com/id/resep/24732382-omellet-mie-instan,"['mie', 'instan', 'sosis']"
Mie instan nyemek,https://img-global.cpcdn.com/recipes/f12bd6751450b3ea/1280x1280sq70/mie-instan-nyemek-foto-resep-utama.jpg,reginna sylvia (Ryu Family🤗😘),1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Bungkus', 'bahan': 'Mie Instan'}, {'grup': 'Bahan Utama', 'jumlah': '1 Biji', 'bahan': 'Sosis'}, {'grup': 'Bahan Utama', 'jumlah': '2 Butir', 'bahan': 'Bakso'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '5 Lembar', 'bahan': 'Sawi'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Kecap Manis'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Minyak Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Bawang Goreng Untuk Taburan'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Bumbu'}, {'grup': 'Bahan Utama', 'jumlah': '2 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '1 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '3 Biji', 'bahan': 'Cabai Rawit'}, {'grup': 'Bahan Utama', 'jumlah': '2 Biji', 'bahan': 'Cabai Merah Keriting'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Tomat'}, {'grup': 'Bahan Utama', 'jumlah': '1 Batang', 'bahan': 'Daun Bawang'}]","['Siapkan bahan', 'Iris semua bumbu sesuai selerairis juga sawibasodan sosis sesuai selera sisihkan', 'Panaskan minyaktumis bawang merah dan bawang putih hingga layulalu masukan cabeaduk ratasetelah cabai layuberi secukupnya airmasak sampai air mendidihlalu masukan telurmasak hingga telur setengah matang setelah itu masukan miebasodan sosis yng sudah dipotong potongmasak hingga mie empuk atau matang', 'Terakhir masukan sawitomat daun bawangbumbu mie dan kecap manis masak hingga sawi layu atau setengah matang', 'Angkat dan sajikan taburi mie dengan bawang gorengselamat mencoba rasanya kalau kata anakku mirip mie ayam']",30 Menit,https://cookpad.com/id/resep/24727854-mie-instan-nyemek,"['mie', 'bawang', 'sesuai']"
Soto ayam bumbu instan,https://img-global.cpcdn.com/recipes/a1d2ff73f4e19cb1/1280x1280sq70/soto-ayam-bumbu-instan-foto-resep-utama.jpg,Dinna Astri11,4 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '12 kg', 'bahan': 'Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Soun'}, {'grup': 'Bahan Utama', 'jumlah': '5 Lembar', 'bahan': 'Kol'}, {'grup': 'Bahan Utama', 'jumlah': '1 Item', 'bahan': 'Racik Ayam Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '3 Buah', 'bahan': 'Daun Salam'}, {'grup': 'Bahan Utama', 'jumlah': '2 Buah', 'bahan': 'Daun Sereh'}, {'grup': 'Bahan Utama', 'jumlah': '3 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '3 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Bawang Daun'}, {'grup': 'Bahan Utama', 'jumlah': '5 Lembar', 'bahan': 'Daun Jeruk'}, {'grup': 'Bahan Utama', 'jumlah': '1 Ruas', 'bahan': 'Jahe'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Gula Pasir'}, {'grup': 'Bahan Utama', 'jumlah': '1 Item', 'bahan': 'Royco'}, {'grup': 'Bahan Utama', 'jumlah': '1 Item', 'bahan': 'Ladaku'}, {'grup': 'Bahan Utama', 'jumlah': '1 Buah', 'bahan': 'Tomat'}, {'grup': 'Bahan Utama', 'jumlah': '7 Item', 'bahan': 'Cabai Rawit'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Jeruk Nipis (opsional)'}]","['Rebus ayam yang telah di bersihkan dengan sedikit air menggunakan racik ayam', 'Setelah matang kemudian tiriskan ayam dan goreng dengan api sedang', 'Kaldu bekas rebusan ayam di tambahkan air secukupnya untuk kuah soto, tambahkan salam, sereh, jahe, cabe, daun jeruk, penyedap, gula dan lada', 'Di wajan lain rebus soun hingga matang kemudian tiriskan', 'Iris kol memanjang', 'Goreng bawang merah dan putih', 'Potong bawang daun siapkan bersama toping yang lain', 'Sewir ayam goreng agar penyajian lebih mudah', 'Jika akan di makan panaskan kuah soto kemudian siapkan soun, kol, ayam suwir, bawang daun, tomat dan goreng bawang di mangkuk lalu siram kuah soto yang sudah panas']",60 Menit,https://cookpad.com/id/resep/24739043-soto-ayam-bumbu-instan,"['ayam', 'soto', 'bawang']"
